character,unicode,mc,pu,ct,kr,vn,jp_go,jp_kan,jp_tou,jp_kwan,jp_other
"揊","63CA","phik","pi4,che4","bik1","byeok,cheol",,,,,,
"揋","63CB","quai","wei1","wui1","oe",,,,,,
"揌","63CC","sai","sai1","sak1","si","tai",,,,,
"揍","63CD","cuh","zou4","zau3(cau3)","ju,chu","thaaus",,,,,
"揎","63CE","syen","xuan1","syun1","seon","tuyeen","sen","sen",,,
"描","63CF","mieu,mrau","miao2","miu4","myo","mieeu","/myou(meu)/","*byou(beu)*",,,
"提","63D0","zje,de","ti2,di1,di3","tai4,si4","je,si","ddeef,thif,ddeer","/dai/","*tei*",,,
"揑","63D1","net","nie1",,"yeol,nal","nieets","netu,/neti/","/detu/",,,
"插","63D2","chrep","cha1","caap3","sap","saps,traps","/syou(sehu)/","*sou(sahu)*",,,
"揓","63D3",,"shi4","to1","si",,"si","si",,,
"揔","63D4","cungx","zong3,song1",,"chong","toongr","/su/","sou",,,
"揕","63D5","trimh","zhen4,zhen1","zam3","chim","chaams","tin(timu)","tin(timu)",,,
"揖","63D6","qjip","yi1","jap1,cap1","eup,jip,jeup","aaps,taapj","[1]yuu(ihu)[2]syuu(sihu)","[1]yuu(ihu)[2]syuu(sihu)",,"[1]/i/",
"揗","63D7","zsyn,zsjynx,zsjynh","xun2","seon6(seon5,tan4,tang4)","sun","tuaanf",,,,,
"揘","63D8","yeng","huang2,yong2","wing4,waang4","hwang","hoanhf",,,,,
"揙","63D9","pjen","bian3","pin1,pin4","pyeon",,,,,,
"揚","63DA","jang","yang2","joeng4","yang","duwowng","*you(yau)*","*you(yau)*",,,
"換","63DB","ghuanh","huan4","wun6","hwan","hoans","/gan(gwan)/","*kan(kwan)*",,,
"揜","63DC","qamx,qiemx","yan3","jim2(am2,ngam2)","eom","yeemr","[1]en(emu)[2]an(amu)","[1]en(emu)[2]an(amu)",,,
"揝","63DD",,"zan3,zuan4","zaan6(zyut3)","jam",,,,,,
"揞","63DE","qomx,qremh","an3",,"am","yeem",,,,,
"揟","63DF","sio","xu1,ju1","seoi1,zeoi1","seo",,,,,,
"揠","63E0","qret","ya4","aat3(ngaat3)","al","yeets,yeenr","/eti/","atu",,,
"握","63E1","qruk","wo4","ak1(aak1,ngak1)","ak,ok","acs","*aku*","*aku*",,,
"揢","63E2","khrak","ke2,qia1",,"gaek","khachs",,,,,
"揣","63E3","chryex,tuax","chuai3,chuai4,chuai1,tuan2,zhui1","ceoi2(cyun2)","chwe,chwi,chu,dan","suyr,tuy,ddoanf","/sui/","/sui/",,"si",
"揤","63E4","zit,cik","ji2","zat1(zeot1)","jeuk",,,,,,
"揥","63E5","te,thried","ti4,di4","dai3,tai3","che",,"/tai/","tei",,,
"揦","63E6",,"la4,la2",,"ral(nal)",,,,,,
"揧","63E7","lat","la4","laat6","ral(nal)",,,,,,
"揨","63E8","dreng","cheng2","caang4","jeong",,,,,,
"揩","63E9","khrai,khraih","kai1","haai1","gae","khai,giai","/ke/","kai",,,
"揪","63EA","ciu","jiu1","zau1","chu","thu","/syu/","syuu(siu)",,,
"揫","63EB","ciu","jiu1","zau1","chu","thu","/syu/","syuu(siu)",,,
"揬","63EC","duot","tu2",,"dol",,"/doti/","totu",,,
"揭","63ED","khied,kiat,giat,giet,khiet,kiet","jie1,qi4","kit3,gai6(hei3)","ge,gal,geol","yeets","[1]/ke/[2]/geti/","[1]*kei*[2]ketu",,,
"揮","63EE","hyoi","hui1","fai1","hwi,hon","huy","/ke(kwe)/","*ki(kwi)*",,,
"揯","63EF","kongh","gen4","gang1(gang3)","geung",,,,,,
"揰","63F0",,"chong4,dong3","cung3","chung",,,,,,
"揱","63F1","sieu,srauh,sruk","xiao1","sok3(siu1)","sak",,,,,,
"揲","63F2","zsjet,jep,dep","she2,die2,ye4","sit6(sip3),dip6(sit3)","seol,yeop,jeop","thieetj,ddieepj","[1]/zeti/[2]/zyou(dehu)/","[1]setu[2]tyou(tehu)",,,
"揳","63F3","set","xie1","sit3(git3,sip3)","seol","tieets","[1]/seti/[2]/keti/","[1]setu[2]ketu",,,
"援","63F4","yan,yenh","yuan2","wun4(jyun4,jyun6)","won","vieen,vieenj","[1]/on(won)/[2]*en(wen)*","[1]*en(wen)*[2]*en(wen)*",,,
"揵","63F5","gien,kianx","qian2,jian4,jian3","kin4,gin6","geon",,"/gen/","ken",,,
"揶","63F6","ja","ye2","je4","ya","da","ya","ya",,,
"揷","63F7",,"cha1",,"sap","saps","/syou(sehu)/","*sou(sahu)*",,,
"揸","63F8",,"zha1",,"sa","tra",,,,,"sa"
"揹","63F9",,"bei1","bui3","bae",,,,,,"hai"
"揺","63FA",,"yao2",,"yo",,"*you(eu)*","*you(eu)*",,,
"揻","63FB",,"wei1",,"myeol",,,,,,
"揼","63FC",,"beng4",,"cheon",,,,,,
"揽","63FD",,"lan3",,"ram(nam)","lamx",,,,,
"揾","63FE","qyonx,quonh,quot","wen4",,"on","uaans",,,,,
"揿","63FF",,"qin4",,"heum","khaams",,,,,
"搀","6400",,"chan1",,"cham","sam",,,,,
"搁","6401",,"ge1,ge2",,"gak","cacs",,,,,
"搂","6402",,"lou3,lou1",,"ru(nu)","laau",,,,,
"搃","6403",,"zong3",,"chong",,,,,,
"搄","6404","kong","gen4",,"geung",,,,,,
"搅","6405",,"jiao3",,"gyo","giaor",,,,,
"搆","6406","kuh","gou4","gau3(kau3)","gu","caaus,caau","/ku/","kou",,,
"搇","6407",,"qin4",,"geum",,,,,,
"搈","6408","jyung","rong2",,"yong",,,,,,
"搉","6409","kruk,khruk","que4","kok3,gok3(kok1)","gak","xacs,giacs","kaku","kaku",,,
"搊","640A","cryo,chriu,criux","chou1,zou3","cau1","chu","suwu,truwur","/syu/","suu",,,
"搋","640B","thrai","chuai1","caai1(ci2)","che,cha,chae",,,,,,
"搌","640C","trienx,thrienx","zhan3","zin2","jeon",,,,,,
"損","640D","suonx","sun3","syun2","son","toonr","*son*","*son*",,,
"搎","640E","suon","sun1","syun1","son","toon",,,,,
"搏","640F","pyoh,phak,pak","bo2","bok3","bak","bacs","haku","haku",,,
"搐","6410","thriuk","chu4","cuk1,caau1","hyuk,chuk","sucs","tiku","tiku",,,
"搑","6411","njyung,njyungx","rong2,nang2,nang3",,"yong,nang",,,,,,
"搒","6412","brang,pangh","bang4,peng2","bong2,pong3(bong3),pang4","bang","bangr,bang","[1]/byou(byau)/[2]hou(hau)","[1]hou(hau)[2]hou(hau)",,,
"搓","6413","cha","cuo1","co1","cha","tha,sai","sa","sa",,,
"搔","6414","sau","sao1","sou1","so,jo","tao,traor","sou(sau)","sou(sau)",,,
"搕","6415","qop","ke1,e4","hap6(hap1)","gap,ap","khapj",,,,,
"搖","6416","jeu","yao2","jiu4","yo","dieeu,dao","*you(eu)*","*you(eu)*",,,
"搗","6417","taux","dao3","dou2","do","ddaor","tou(tau)","tou(tau)",,,
"搘","6418",,"zhi1","zi1","ji","chi","si","si",,,
"搙","6419","nuh,nuuk,nruk","nu4,nuo4,nou4",,"nok",,,,,,
"搚","641A","lop,lap","la1,xie2,xian4","lap6(hip6)","rap(nap)",,,,,,
"搛","641B","kemh","jian1","gim1,lim4","ryeom(yeom)",,,,,,
"搜","641C","sriu,sraux","sou1","sau2(sau1)","su,so","suwu,saor","/syu/","*sou*",,,
"搝","641D",,"qiu3",,"gu",,,,,,
"搞","641E","kraux","gao3","gaau2","go","caor","/kyou(keu)/","kou(kau)",,,
"搟","641F",,"xian3,xian1","hin2","heon,heun",,,,,,
"搠","6420","sruk","shuo4","sok3","sak","socs","saku","saku",,,
"搡","6421","sangx","sang3","song2","sang","tangs",,,,,
"搢","6422","cinh","jin4","zeon3","jin,jang","taans","sin","sin",,,
"搣","6423","mjet","mie4","mit6(mit1)","myeol",,,,,,
"搤","6424","qrek","e4","ak1(ngak1)","aek","achs","yaku","/aku/",,,
"搥","6425","tuai","chui2","ceoi4","chu,toe","truyf,ddooi","/tai/","/tai/","tui",,
"搦","6426","nruk,nruak","nuo4","nik1(nok6)","nik(ik)","nachj,nhuwowcj","nyaku","/daku/",,,
"搧","6427",,"shan1","sin3","seon","thieen",,,,,
"搨","6428",,"ta4","taap3","tap","thaps","tou(tahu)","tou(tahu)",,,
"搩","6429","giet","jie2,zhe2",,"geol,chaek",,"[1]/geti/[2]/tyaku/","[1]ketu[2]taku",,,
"搪","642A","dang","tang2","tong4","dang","dduwowngf","/dou(dau)/","tou(tau)",,,
"搫","642B","buan,bua","pan2,ban1,po2","po4,pun4","ban,pa",,,,,,
"搬","642C","puan","ban1","bun1","ban","banf,ban","/ban/","*han*",,,
"搭","642D","thap","da1","daap3","tap","ddaps","*tou(tohu)*","*tou(tahu)*",,,
"搮","642E","lit","li4","leot6","ryul(yul)",,,,,,
"搯","642F","thau","tao1","tou1(tou4)","do",,"tou(tau)","tou(tau)",,,
"搰","6430","ghuot","hu2","wat6","gol","hootj,coots","[1]/goti/[2]/koti/","[1]kotu[2]kotu",,,
"搱","6431",,"zhi4,nai2",,"chi",,,,,,
"搲","6432",,"wa1,wa3,wa4",,"wa","oa",,,,,
"搳","6433",,"hua2","waa1,hat6","hal",,,,,,
"搴","6434","kienx","qian1","hin1(gin2)","geon","khieen","ken","ken",,,
"搵","6435","quonh","wen4","wan2,wan3(man5)","on","uaans","on","on",,,
"搶","6436","chiang,chriangx,chiangx","qiang1,qiang3,cheng1","coeng2,coeng1(cong2),cong1","chang","thuwowngr,thuwowng,thuwowngs,sang","[1]sou(sau)","[1]/syou(syau)/",,,"[2]syou(syau)"
"搷","6437","den","tian2,shen1","tin4","jeon",,,,,,
"搸","6438","crin","zhen1",,"jin",,,,,,
"搹","6439","krek","e4","ak1(ngak1)","gyeok",,,,,,
"携","643A","ghue","xie2",,"hyu","hueef","/e(we)/","*kei(kwei)*",,,
"搻","643B",,"na2,nuo4",,"nik(ik)",,,,,,
"搼","643C",,"quan2",,"gwon",,,,,,
"搽","643D","dra","cha2","caa4","cha","traf","/zya(dya)/","ta",,"/tya/",
"搾","643E",,"zha4","zaa3","chak,ja","tras",,,,,"*sa*"
"搿","643F",,"ge2","gaap3(gap3)","gyeok","cachs",,,,,"gou"
"摀","6440",,"wu3","wu2(ng6)","o",,,,,,
"摁","6441",,"en4","on3(jan1,ngon3)","eun",,,,,,
"摂","6442",,"she4",,"seop,nyeop(yeop),sap",,"/syou(sehu)/","/syou(sehu)/",,"*setu*",
"摃","6443",,"gang1","gong1","gang",,,,,,
"摄","6444",,"she4,nie4",,"seop,nyeop(yeop),sap","nhieeps",,,,,
"摅","6445",,"shu1",,"teo","suw",,,,,
"摆","6446",,"bai3",,"pa","baix",,,,,
"摇","6447","jeu,jeuh","yao2",,"yo","dieeu,dao",,,,,
"摈","6448",,"bin4",,"bin","baans,thaans",,,,,
"摉","6449",,"sou1",,"su",,,,,,
"摊","644A",,"tan1",,"tan,nan","than",,,,,
"摋","644B","sat,sriet","sa4,sha1,shai3","saat3","sal",,"/sati/","satu",,,
"摌","644C","srenx","chan3,sun4",,"san",,,,,,
"摍","644D","sriuk","suo1","suk1","suk",,,,,,
"摎","644E","krau,liu","jiu1,liu2,liao2,jiao3,nao2","gau1,lau4","gyu,gyo,ryo(yo)",,"[1]/kyou(keu)/[2]/ku/[3]/ru/","[1]kou(kau)[2]kyuu(kiu)[3]ryuu(riu)",,,
"摏","644F","sjyung","chong1",,"yong","thung","/syu/","syou",,,
"摐","6450","chyung,chrung","chuang1","coeng1(cung1)","chang",,,,,,
"摑","6451","kruek","guo2","gwaak3(gwok3)","goek","quawcj,quachs","/kyaku(kwyaku)/","kaku(kwaku)",,,
"摒","6452","pjengh","bing4","bing3(bing2)","byeong","binhs","/hyou(hyau)/","hei",,,
"摓","6453",,"feng2,peng3","fung4","bong",,"/bu/","hou",,,
"摔","6454","sryi","shuai1","seot1(seoi1)","sol","suaats","/soti/,/syuti/","sotu",,,
"摕","6455","teh,deh,tad,det","di4,tu2,zhi2",,"je,cheok,tak",,,,,,
"摖","6456","cheh","qi4,ji4,cha2",,"che",,,,,,
"摗","6457","su","sou1,song3",,"su",,,,,,
"摘","6458","trek,thek","zhai1","zaak6","jeok","trichs","[1]/tyaku/[2]/tyaku/","[1]/taku/[2]*teki*",,"[1]*teki*",
"摙","6459","lienx","lian3,lian4","lin5(lin4)","ryeon(yeon)",,,,,,
"摚","645A",,"cheng1",,"dang",,"/dou(dau)/","tou(tau)",,,
"摛","645B","thrie","chi1","ci1","ri(i)","si","ti","ti",,,
"摜","645C","kruanh","guan4","gwaan3","gwan","quans","/ken/","kan(kwan)",,,
"摝","645D","luk","lu4","luk6","rok(nok)",,"roku","roku",,,
"摞","645E","lua,luah","luo4","lo4(lo3)","ra(na)",,,,,,
"摟","645F","lyo,lu","lou3,lou1","lau1,lau4,lau5","ru(nu)","laau","[1]/ru/","[1]rou",,,"[2]rou"
"摠","6460","cungx","zong3","zung2","chong","toongr","/su/","sou",,,
"摡","6461","hioih,kaih","gai4,xi4","goi3,hei3","gae",,"[1]kai[2]/ke/","[1]kai[2]ki",,,
"摢","6462",,"hu4,chu1",,"ho",,,,,,
"摣","6463","nra","zha1",,"sa",,"[1]/na/[2]/se/","[1]da[2]sa",,,
"摤","6464","chiangx","qiang1",,"chang",,,,,,
"摥","6465",,"tang4","tong3","tang",,,,,,
"摦","6466","ghruah","hua4","waa6","hwa",,,,,,
"摧","6467","zuai","cui1","ceoi1(ceoi4)","choe,jwa","tooif,toar","/zai/,/ze/","sai",,,
"摨","6468","nrai","zhi4,nai2","zi6","nae",,,,,,
"摩","6469","mua,muah","mo2,ma1","mo1(mo4)","ma","ma","*ma*","/ba/",,,
"摪","646A","ciang","jiang1,qiang4",,"jang",,,,,,
"摫","646B","kjye","gui1","kwai1","gyu",,,,,,
"摬","646C","qiengx","ying3","jing2","yeong",,,,,,
"摭","646D","cjek","zhi2","zek3","cheok,seok","chichs","/syaku/","seki",,,
"摮","646E","ngau","ao2,qiao2","ngou4","o",,,,,,
"摯","646F","cjiih","zhi4","zi3","ji","chis","*si*","*si*",,,
"摰","6470",,"nie4,che4","jit6","eol,cheol","nghieetj",,,,,
"摱","6471",,"man2,man4",,"man",,,,,,
"摲","6472","chramh","chan4,can2","caam3(saam3,saan3)","cham",,,,,,
"摳","6473","khyo,khu","kou1","kau1","gu","khu","/ku/","kou",,,
"摴","6474","thrio","chu1","syu1","jeo","suw","tyo","tyo",,,
"摵","6475","sriuk,ciuk,srek","se4,mi2,su4","cik1,saak3(sik1)","saek",,,,,,
"摶","6476","duan,cjyen,dryenx","tuan2","tyun4","dan,jeon","ddoanf,chuyeen","/dan/","tan",,,
"摷","6477","leu,crau","jiao3,chao1","ziu6","cho",,,,,,
"摸","6478","mo,mak","mo1","mo2(mok3,mok6),mou4","mo,mak","macj,moo","[1]mo[2]maku","[1]/bo/[2]/baku/",,,
"摹","6479","mo","mo2","mou4","mo","moo","mo","/bo/",,,
"摺","647A","lop,cjep","zhe2","zip3(zaap3)","jeop,jeol,rap(nap)","chieepj,lapj","[1]syou(sehu)[2]/rou(rohu)/","[1]syou(sehu)[2]rou(rahu)",,,
"摻","647B","srem,sremx","chan1,xian1,can4,shan3","cam3,caam1,saam1,saam2","seom,sam,cham","sam,tieem,samr,tham","[1]/sen(semu)/[2]/son(somu)/","[1]san(samu)[2]san(samu)",,,
"摼","647C","khreng","keng1,qian1",,"gyeong,gyeon",,,,,,
"摽","647D","phjeu,bjeux,phjeuh","biao4,biao1","piu5,piu1,biu1,piu3","pyo","phieeus,phieeu","[1]/byou(beu)/[2]hyou(heu)","[1]hyou(heu)[2]hyou(heu)",,,
"摾","647E",,"jiang4",,"gang",,,,,,
"摿","647F",,"yao2","jiu4","eum,yo",,,,,,
"撀","6480",,"gou4",,"gu",,,,,,
"撁","6481",,"qian1",,"gyeon",,,,,,
"撂","6482","liak","liao4","loek6(liu1)","ryak(yak)","luwowcj",,,,,
"撃","6483",,"ji1",,"gyeok","kichs","/kyaku/","/keki/",,"*geki*",
"撄","6484",,"ying1",,"yeong","anh,oanh",,,,,
"撅","6485","kyat,gyat","jue1,jue2","kyut3,gwat6","gwe,gwol,ge","quyeetj,queej,quyeets","[1]/koti/[2]/goti/[3]kei(kwei),/ke(kwe)/","[1]ketu(kwetu)[2]ketu(kwetu)",,,
"撆","6486","phet","pie1",,"nae,byeol",,,,,,
"撇","6487",,"pie1,pie3","pit3","byeol,nae","phieets","/heti/","hetu",,"/hei/",
"撈","6488","lau","lao1","lou4(laau1,laau4,lou1)","ro(no)","lao,lieeuj","rou(rau)","rou(rau)",,,
"撉","6489",,"dun1","deon1(dan3)","don",,,,,,
"撊","648A",,"xian4","haan5(haan6)","han",,,,,,
"撋","648B","njyen","ruan2","no4(jeon6,jyun4)","yeon",,,,,,
"撌","648C",,"gui4","gwai6","gwi",,,,,,
"撍","648D","crim,com,comx,comh","zan3,zan1,zen1,qian2",,"jam",,,,,,
"撎","648E","qiih","yi1",,"ui",,,,,,
"撏","648F","zsim,zom,zjem","xian2","cam4,cim4","jam,seom","trieem","[1]/zin(zimu)/[2]/zen(zemu)/","[1]sin(simu)[2]sen(semu)",,,
"撐","6490","thrangh","cheng1","caang1","taeng","sanh","/tyou(tyau)/","tou(tau)",,,
"撑","6491",,"cheng1",,"taeng","sanh","/tyou(tyau)/","tou(tau)",,,
"撒","6492","sat","sa1,sa3","saat3","sal","tats,tanr","/sati/","satu",,"/san/",
"撓","6493","nrau,hau,nraux","nao2","naau4(naau5,naau6)","nyo(yo),hyo,ho","naoj","/nyou(neu)/","dou(dau)",,"/tou(tau)/",
"撔","6494",,"hong4",,"hoeng",,,,,,
"撕","6495","se","si1","si1,sai1","seo,si","ti,tee","[1]si[2]/sai/","[1]si[2]sei",,,
"撖","6496","khom,khremx,ghramx","han4","ham1(hon6)","gam,ham","hamj",,,,,
"撗","6497","ghuang","heng2,guang4","gwong3","gwang,hoeng",,,,,,
"撘","6498","top","da1","daap3","tap","ddaps","*tou(tohu)*","*tou(tahu)*",,,
"撙","6499","cuonx","zun3","zyun2","jun","toonx","son","son",,,
"撚","649A","nenx","nian3","nin2(nan2,nin5)","nyeon(yeon)","nieen,nieenx,nhieen","nen","/den/",,,
"撛","649B","linx,linh","lin3",,"rin(in)",,"rin","rin",,,
"撜","649C","cjingx","zheng3,cheng2","cing2,caang4","jeung",,,,,,
"撝","649D","hye","hui1,wei2","fai1","hwi,wi","huy","ki(kwi)","ki(kwi)",,,
"撞","649E","drung,drungh","zhuang4","zong6(cong4)","dang","trangf","/dou/","tou(tau)",,"/syu/",
"撟","649F","kieu,kieux,khaux","jiao3","giu2(giu6)","gyo","kieeuj,kieeur","kyou(keu)","kyou(keu)",,,
"撠","64A0","kiek","ji3","gik1","geuk",,,,,,
"撡","64A1",,"cao1",,"seom,jo","thao","*sou(sau)*","*sou(sau)*",,,
"撢","64A2","jim,thom,thomh","dan3","taam3(taam1,taam2),daan6","tam,tan",,,,,,
"撣","64A3","dan,zjen,danh","dan3,shan4","sin6,daan6","tan,seon","ddanj,ddanf","[1]/dan/[2]/zen/","[1]tan[2]sen",,,
"撤","64A4","driet,thriet","che4","cit3","cheol","trieetj","/teti/","*tetu*",,,
"撥","64A5","puat","bo1","but6(but3),put3","bal","bats","/hati/","hatu",,"/bati/",
"撦","64A6","chjax","che3","ce2","cha","xar","sya","sya",,,
"撧","64A7",,"jue1",,"jeol",,,,,,
"撨","64A8","seu,zieu","xiao1,sou1",,"cho,so",,"syou(seu)","syou(seu)",,,
"撩","64A9","leu,leux","liao1,liao2","liu4,liu1,liu6","ryo(yo)","lieeu,lieeuj","ryou(reu)","ryou(reu)",,,
"撪","64AA",,"ben4",,"bun",,,,,,
"撫","64AB","phyox","fu3","fu2","mu","phur,moo","/hu/","/hu/",,"bu",
"撬","64AC","kheuh","qiao4","giu6(hiu3)","hyo,gyo","khieeu","kyou(keu)","kyou(keu)",,,
"播","64AD","puah","bo1","bo3","pa","bas,bar","[1]ha[2]ha","[1]ha[2]ha",,"[1]/han/",
"撮","64AE","cuat,chuat","cuo1,zuo3","cyut3","chwal","toats","/sati/","*satu*",,,
"撯","64AF",,"zhuo2",,"chak,jak",,,,,,
"撰","64B0","zruanx,zryenx","zhuan4","zaan6(zaan3)","chan,seon","soanj,tuyeenr,chuyeenr","[1]/zen/[2]sen","[1]/san/[2]sen",,"[1]sen",
"撱","64B1","jyex","wei3,tuo3","to2,wai5","ta",,,,,,
"撲","64B2","phuk","pu1","pok3,puk1","bak,bok","phacs,bacj,phoocs","/hoku/","/hoku/",,"*boku*",
"撳","64B3",,"qin4","gam6","heum","khaams",,,,,"kin"
"撴","64B4",,"dun1",,"don",,,,,,
"撵","64B5",,"nian3",,"ryeon(yeon)","nieenj",,,,,
"撶","64B6",,"hua2",,"hwa",,,,,,
"撷","64B7",,"xie2",,"hil","hieetj",,,,,
"撸","64B8",,"lu1",,"ro(no)",,,,,,
"撹","64B9",,"jiao3",,"gyo",,"/kyou(keu)/","/kou(kau)/",,"kaku",
"撺","64BA",,"cuan1",,"chan","thoans",,,,,
"撻","64BB","that","ta4","taat3","dal","thats","/tati/","tatu",,,
"撼","64BC","ghomx","han4","ham6","gam","hams","/gon(gomu)/","kan(kamu)",,,
"撽","64BD","kheuh","qiao4,yao1,ji1","gik1","gyo",,"[1]kyou(keu)[2]/kyaku/","[1]kyou(keu)[2]keki",,,
"撾","64BE","trua","zhua1,wo1","zaa1,wo1(gwo1)","gwa","qua","ta","ta",,,
"撿","64BF","liemx","jian3","gim2","geom,ryeom(yeom)","kieemr","[1]ken(kemu)[2]ren(remu)","[1]ken(kemu)[2]ren(remu)",,,
"擀","64C0","kanx","gan3",,"gan",,,,,,
"擁","64C1","qyungx","yong1","jung2,ung2","ong","ungr","/yu/","*you*",,,
"擂","64C2",,"lei2,lei4","leoi4","roe(noe)","looi,luyj","rai","rai",,,
"擃","64C3",,"nang3","nong5","nang",,,,,,
"擄","64C4","lox","lu3","lou5","ro(no)","loox","/ru/","/ro/",,"ryo",
"擅","64C5","zjenh","shan4","sin6","cheon","thieenj","/zen/","sen",,,
"擆","64C6","triak","zhuo2",,"chak,jak",,,,,,
"擇","64C7","drak","ze2,zhai2","zaak6","taek,yeok","trachj","/zyaku(dyaku)/","*taku*",,,
"擈","64C8",,"pu3",,"bak,bok",,,,,,
"擉","64C9","chruk","chuo4","cuk1(cok3,zuk1)","chak",,"/soku/","saku",,,
"擊","64CA","kek","ji1","gik1","gyeok","kichs","/kyaku/","/keki/",,"*geki*",
"擋","64CB","tangx,tangh","dang3,dang4","dong2,dong3","dang","ddangs,ddangr","tou(tau)","tou(tau)",,,
"擌","64CC","srek","se4",,"saek",,"/syaku/","saku",,,
"操","64CD","chau,sux,chauh","cao1","cou1,cou3","jo","thao,thaos","*sou(sau)*","*sou(sau)*",,,
"擎","64CE","gieng","qing2","king4","gyeong","kinhf","/gyou(gyau)/","kei",,,
"擏","64CF",,"qing2,jing3","king4","gyeong",,,,,,
"擐","64D0","kruan,ghruanh","huan4","gwaan3(waan6)","hwan,gwan,seon","hoanf","/gen(gwen)/","kan(kwan)",,,
"擑","64D1",,"jie1",,"jeop",,"/syou(sehu)/","/syou(sehu)/",,"*setu*",
"擒","64D2","gim","qin2","kam4","geum","caamf","/gon(gomu)/","kin(kimu)",,,
"擓","64D3",,"kuai3",,"hoe",,,,,,
"擔","64D4","tam,tamh","dan1,dan4","daam1,daam3","dam","ddam,ddamr","*tan(tamu)*","*tan(tamu)*",,,
"擕","64D5",,"xie2",,"hyu","hueef","/e(we)/","*kei(kwei)*",,,
"擖","64D6","khret,krat,drap","qia1,jia1,ye4","jip6(gaa3,kaa1)","gal",,,,,,
"擗","64D7","bjek","pi3,bo4","pik1(bik1),pek6","byeok","bichj,tichj,phichs","/byaku/","heki",,,
"擘","64D8","prek","bo4,bai1","maak3,baai1","byeok","phachs,bichj","[1]/hyaku/[2]/byaku/","[1]haku[2]heki",,,
"擙","64D9",,"ao4","ngou1","o",,,,,,
"據","64DA","kioh","ju4,ju1","geoi3","geo","cuws","*ko*","*kyo*",,,
"擛","64DB",,"ye4","jip6","yeop",,,,,,
"擜","64DC",,"e4",,"al",,,,,,
"擝","64DD",,"meng1",,"maeng",,,,,,
"擞","64DE",,"sou4,sou3",,"su","taaur",,,,,
"擟","64DF","mje","mi2",,"mi",,,,,,
"擠","64E0","ce,ceh","ji3","zai1","je","teex,tee","/sai/","sei",,,
"擡","64E1","dai","tai2",,"dae","ddaif","/dai/","tai",,,
"擢","64E2","druk","zhuo2","zok6","tak","tracj","/daku/","/taku/",,"teki",
"擣","64E3","taux","dao3","dou2","do,ju","ddaor","tou(tau)","tou(tau)",,,
"擤","64E4",,"xing3","sang3","hyeong",,,,,,"kou(kau)"
"擥","64E5","lamx","lan3",,"ram(nam)","lamx","ran(ramu)","ran(ramu)",,,
"擦","64E6","chat","ca1","caat3","chal","sats","/sati/","*satu*",,,
"擧","64E7","jo","ju3",,"geo","cuwr","/ko/","*kyo*",,,
"擨","64E8","ja","ye1","je4","ya",,,,,,
"擩","64E9","njyi,njyox,njyoh,nuh","ru3","jau4,jeoi5,jyu4(jyu5)","yu,yeon","nhux","[1]/nyuu/[2]/nui/[3]/nen/","[1]zyu[2]zui[3]zen",,,
"擪","64EA","qjemx,qjep","ye4",,"yeop","aps","[1]you(ehu)[2]en(emu)","[1]you(ehu)[2]en(emu)",,,
"擫","64EB",,"ye4","jip3","yeop","aps",,,,,
"擬","64EC","ngix","ni3","ji5(ji4)","ui","nghix","/go/","*gi*",,,
"擭","64ED","ghoh,ghuak,qyek","huo4","wok6","hwa,hwak,hoek","hoachj,oachs,hooj","[1]waku[2]/waku/[3]/go/","[1]waku[2]kaku(kwaku)[3]ko",,,
"擮","64EE",,"jie2",,"jeol",,,,,,
"擯","64EF","pjinh","bin4","ban3","bin","baans,thaans","hin","hin",,,
"擰","64F0",,"ning2,ning3,ning4","ning4(ling2),ning6(ling6),ning1","nyeong(yeong)","ninh","/nyou(nyau)/","nou(nau)",,"/nei/",
"擱","64F1","kak","ge1,ge2","gok3","gak","cacs","kaku","kaku",,,
"擲","64F2","driek","zhi4","zaak6","cheok","trichj","/zyaku(dyaku)/","teki",,,
"擳","64F3","crit","zhi4,jie2","zit3","jeul",,,,,,
"擴","64F4","ghuangh","kuo4","kwok3(gwok3,kong3,kwong3)","hwak,hwang","khoachs,khoangs","*kaku(kwaku)*","*kaku(kwaku)*",,,
"擵","64F5",,"mo2",,"ma",,"*ma*","/ba/",,,
"擶","64F6",,"jian4",,"jeon",,"sen","sen",,,
"擷","64F7","ghet,het","xie2","kit3(git3)","hil","hieetj","/geti/","ketu",,,
"擸","64F8","lap,liep","lie4,la4","laap6,laap3,lip6","ryeop(yeop),rap(nap)",,,,,,
"擹","64F9","than","tan1",,"tan",,,,,,
"擺","64FA","prex","bai3","baai2","pa,pae","baix","/he/","hai",,,
"擻","64FB","sux","sou4,sou3","sau2,sau3","su","taaur","/su/","sou",,,
"擼","64FC",,"lu1","lou5","ro(no)",,,,,,
"擽","64FD","liak,lek","li4,luo4,yue4","lik1","ryeok(yeok),ryak(yak),rak(nak)",,"/raku/","ryaku",,,
"擾","64FE","njeux","rao3","jiu5(jiu2)","yo,u","nhieeux","/nyou(neu)/","zyou(zeu)",,,
"擿","64FF","driek","ti1,zhi4,zhai1","tik1,zaak6,zek3","jeok,cheok","trichs,thichs","[1]/zyaku(dyaku)/[2]/tyaku/","[1]teki[2]teki",,,
"攀","6500","phran","pan1","paan1","ban","phanf,phan","/hen/","han",,,
"攁","6501",,"yang3","joeng5","yang",,"you(yau)","you(yau)",,,
"攂","6502","luaih","lei2,lei4",,"roe(noe)",,,,,,
